Rate Date,Currency,Rate Year,Rate Month,Buying Rate,Central Rate,Selling Rate
11/29/2019,US DOLLAR,2019,November,306,306.5,307
11/28/2019,US DOLLAR,2019,November,306,306.5,307
11/27/2019,US DOLLAR,2019,November,306,306.5,307
11/26/2019,US DOLLAR,2019,November,306,306.5,307
11/25/2019,US DOLLAR,2019,November,305.95,306.45,306.95
11/22/2019,US DOLLAR,2019,November,305.95,306.45,306.95
11/21/2019,US DOLLAR,2019,November,305.95,306.45,306.95
11/20/2019,US DOLLAR,2019,November,305.95,306.45,306.95
11/19/2019,US DOLLAR,2019,November,305.95,306.45,306.95
11/18/2019,US DOLLAR,2019,November,305.95,306.45,306.95
11/15/2019,US DOLLAR,2019,November,305.9,306.4,306.9
11/14/2019,US DOLLAR,2019,November,305.9,306.4,306.9
11/13/2019,US DOLLAR,2019,November,305.9,306.4,306.9
11/12/2019,US DOLLAR,2019,November,305.9,306.4,306.9
11/08/2019,US DOLLAR,2019,November,305.9,306.4,306.9
11/07/2019,US DOLLAR,2019,November,305.9,306.4,306.9
11/06/2019,US DOLLAR,2019,November,305.95,306.45,306.95
11/05/2019,US DOLLAR,2019,November,305.95,306.45,306.95
11/04/2019,US DOLLAR,2019,November,305.95,306.45,306.95
11/01/2019,US DOLLAR,2019,November,306,306.5,307
10/31/2019,US DOLLAR,2019,October,306,306.5,307
10/30/2019,US DOLLAR,2019,October,306,306.5,307
10/29/2019,US DOLLAR,2019,October,306,306.5,307
10/25/2019,US DOLLAR,2019,October,305.95,306.45,306.95
10/24/2019,US DOLLAR,2019,October,305.95,306.45,306.95
10/23/2019,US DOLLAR,2019,October,305.95,306.45,306.95
10/22/2019,US DOLLAR,2019,October,305.95,306.45,306.95
10/21/2019,US DOLLAR,2019,October,305.9,306.4,306.9
10/18/2019,US DOLLAR,2019,October,305.9,306.4,306.9
10/17/2019,US DOLLAR,2019,October,305.9,306.4,306.9
10/16/2019,US DOLLAR,2019,October,305.9,306.4,306.9
10/15/2019,US DOLLAR,2019,October,305.95,306.45,306.95
10/14/2019,US DOLLAR,2019,October,305.95,306.45,306.95
10/11/2019,US DOLLAR,2019,October,305.95,306.45,306.95
10/10/2019,US DOLLAR,2019,October,305.95,306.45,306.95
10/09/2019,US DOLLAR,2019,October,306,306.5,307
10/08/2019,US DOLLAR,2019,October,306,306.5,307
10/07/2019,US DOLLAR,2019,October,306,306.5,307
10/04/2019,US DOLLAR,2019,October,306,306.5,307
10/03/2019,US DOLLAR,2019,October,306,306.5,307
10/02/2019,US DOLLAR,2019,October,306,306.5,307
9/30/2019,US DOLLAR,2019,September,306,306.5,307
9/27/2019,US DOLLAR,2019,September,305.95,306.45,306.95
9/26/2019,US DOLLAR,2019,September,305.95,306.45,306.95
9/25/2019,US DOLLAR,2019,September,305.95,306.45,306.95
9/24/2019,US DOLLAR,2019,September,305.95,306.45,306.95
9/23/2019,US DOLLAR,2019,September,305.95,306.45,306.95
9/19/2019,US DOLLAR,2019,September,305.9,306.4,306.9
9/18/2019,US DOLLAR,2019,September,305.9,306.4,306.9
9/17/2019,US DOLLAR,2019,September,305.9,306.4,306.9
9/16/2019,US DOLLAR,2019,September,305.9,306.4,306.9
9/13/2019,US DOLLAR,2019,September,305.9,306.4,306.9
09/12/2019,US DOLLAR,2019,September,305.85,306.35,306.85
09/11/2019,US DOLLAR,2019,September,305.85,306.35,306.85
09/10/2019,US DOLLAR,2019,September,305.85,306.35,306.85
09/09/2019,US DOLLAR,2019,September,305.9,306.4,306.9
09/06/2019,US DOLLAR,2019,September,305.9,306.4,306.9
09/05/2019,US DOLLAR,2019,September,305.9,306.4,306.9
09/04/2019,US DOLLAR,2019,September,305.95,306.45,306.95
09/03/2019,US DOLLAR,2019,September,305.95,306.45,306.95
09/02/2019,US DOLLAR,2019,September,305.95,306.45,306.95
8/30/2019,US DOLLAR,2019,August,306,306.5,307
8/29/2019,US DOLLAR,2019,August,306,306.5,307
8/28/2019,US DOLLAR,2019,August,306,306.5,307
8/27/2019,US DOLLAR,2019,August,306,306.5,307
8/26/2019,US DOLLAR,2019,August,306,306.5,307
8/23/2019,US DOLLAR,2019,August,305.95,306.45,306.95
8/22/2019,US DOLLAR,2019,August,305.95,306.45,306.95
8/21/2019,US DOLLAR,2019,August,305.95,306.45,306.95
8/20/2019,US DOLLAR,2019,August,305.95,306.45,306.95
8/19/2019,US DOLLAR,2019,August,305.95,306.45,306.95
8/16/2019,US DOLLAR,2019,August,305.9,306.4,306.9
8/15/2019,US DOLLAR,2019,August,305.9,306.4,306.9
8/14/2019,US DOLLAR,2019,August,305.9,306.4,306.9
08/09/2019,US DOLLAR,2019,August,305.9,306.4,306.9
08/08/2019,US DOLLAR,2019,August,305.9,306.4,306.9
08/07/2019,US DOLLAR,2019,August,305.9,306.4,306.9
08/06/2019,US DOLLAR,2019,August,305.9,306.4,306.9
08/05/2019,US DOLLAR,2019,August,305.9,306.4,306.9
08/02/2019,US DOLLAR,2019,July,305.85,306.35,306.85
08/01/2019,US DOLLAR,2019,August,305.85,306.35,306.85
7/31/2019,US DOLLAR,2019,July,305.85,306.35,306.85
7/30/2019,US DOLLAR,2019,July,305.85,306.35,306.85
7/29/2019,US DOLLAR,2019,July,305.85,306.35,306.85
7/26/2019,US DOLLAR,2019,July,305.9,306.4,306.9
7/25/2019,US DOLLAR,2019,July,305.9,306.4,306.9
7/24/2019,US DOLLAR,2019,July,305.9,306.4,306.9
7/23/2019,US DOLLAR,2019,July,305.9,306.4,306.9
7/22/2019,US DOLLAR,2019,July,305.9,306.4,306.9
7/19/2019,US DOLLAR,2019,July,305.95,306.45,306.95
7/18/2019,US DOLLAR,2019,July,305.95,306.45,306.95
7/17/2019,US DOLLAR,2019,July,305.95,306.45,306.95
7/16/2019,US DOLLAR,2019,July,305.95,306.45,306.95
7/15/2019,US DOLLAR,2019,July,305.95,306.45,306.95
07/12/2019,US DOLLAR,2019,July,306,306.5,307
07/11/2019,US DOLLAR,2019,July,306,306.5,307
07/10/2019,US DOLLAR,2019,July,306,306.5,307
07/09/2019,US DOLLAR,2019,July,306,306.5,307
07/08/2019,US DOLLAR,2019,July,306,306.5,307
07/05/2019,US DOLLAR,2019,July,305.95,306.45,306.95
07/04/2019,US DOLLAR,2019,July,305.95,306.45,306.95
07/03/2019,US DOLLAR,2019,July,305.95,306.45,306.95
07/02/2019,US DOLLAR,2019,July,305.95,306.45,306.95
07/01/2019,US DOLLAR,2019,July,305.95,306.45,306.95
6/28/2019,US DOLLAR,2019,June,305.9,306.4,306.9
6/27/2019,US DOLLAR,2019,June,305.9,306.4,306.9
6/26/2019,US DOLLAR,2019,June,305.9,306.4,306.9
6/25/2019,US DOLLAR,2019,June,305.9,306.4,306.9
6/24/2019,US DOLLAR,2019,June,305.9,306.4,306.9
6/21/2019,US DOLLAR,2019,June,305.95,306.45,306.95
6/20/2019,US DOLLAR,2019,June,305.95,306.45,306.95
6/19/2019,US DOLLAR,2019,June,305.95,306.45,306.95
6/18/2019,US DOLLAR,2019,June,305.95,306.45,306.95
6/17/2019,US DOLLAR,2019,June,305.95,306.45,306.95
6/14/2019,US DOLLAR,2019,June,306,306.5,307
6/13/2019,US DOLLAR,2019,June,306,306.5,307
06/11/2019,US DOLLAR,2019,June,306,306.5,307
06/10/2019,US DOLLAR,2019,June,306,306.5,307
06/07/2019,US DOLLAR,2019,June,305.95,306.45,306.95
06/06/2019,US DOLLAR,2019,June,305.95,306.45,306.95
06/03/2019,US DOLLAR,2019,June,305.95,306.45,306.95
5/30/2019,US DOLLAR,2019,May,305.95,306.45,306.95
5/28/2019,US DOLLAR,2019,May,305.95,306.45,306.95
5/27/2019,US DOLLAR,2019,May,305.95,306.45,306.95
5/24/2019,US DOLLAR,2019,May,305.9,306.4,306.9
5/23/2019,US DOLLAR,2019,May,305.9,306.4,306.9
5/22/2019,US DOLLAR,2019,May,305.9,306.4,306.9
5/21/2019,US DOLLAR,2019,May,305.9,306.4,306.9
5/20/2019,US DOLLAR,2019,May,305.9,306.4,306.9
5/17/2019,US DOLLAR,2019,May,305.95,306.45,306.95
5/16/2019,US DOLLAR,2019,May,305.95,306.45,306.95
5/15/2019,US DOLLAR,2019,May,305.95,306.45,306.95
5/14/2019,US DOLLAR,2019,May,305.95,306.45,306.95
5/13/2019,US DOLLAR,2019,May,305.95,306.45,306.95
05/10/2019,US DOLLAR,2019,May,306,306.5,307
05/09/2019,US DOLLAR,2019,May,306,306.5,307
05/08/2019,US DOLLAR,2019,May,306,306.5,307
05/07/2019,US DOLLAR,2018,May,306,306.5,307
05/06/2019,US DOLLAR,2019,May,306,306.5,307
05/03/2019,US DOLLAR,2019,May,305.95,306.45,306.95
05/02/2019,US DOLLAR,2019,May,305.95,306.45,306.95
4/30/2019,US DOLLAR,2019,April,305.95,306.45,306.95
4/29/2019,US DOLLAR,2019,April,305.95,306.45,306.95
4/26/2019,US DOLLAR,2019,April,305.9,306.4,306.9
4/25/2019,US DOLLAR,2019,April,305.9,306.4,306.9
4/24/2019,US DOLLAR,2019,April,305.9,306.4,306.9
4/23/2019,US DOLLAR,2019,April,305.9,306.4,306.9
4/17/2019,US DOLLAR,2019,April,305.95,306.45,306.95
4/16/2019,US DOLLAR,2019,April,305.95,306.45,306.95
4/15/2019,US DOLLAR,2019,April,305.95,306.45,306.95
04/12/2019,US DOLLAR,2019,April,306,306.5,307
04/11/2019,US DOLLAR,2019,April,306,306.5,307
04/10/2019,US DOLLAR,2019,April,306,306.5,307
04/09/2019,US DOLLAR,2019,April,306,306.5,307
04/08/2019,US DOLLAR,2019,April,306,306.5,307
04/05/2019,US DOLLAR,2019,April,306,306.5,307
04/04/2019,US DOLLAR,2019,April,306,306.5,307
04/03/2019,US DOLLAR,2019,April,306,306.5,307
04/02/2019,US DOLLAR,2019,April,306,306.5,307
04/01/2019,US DOLLAR,2019,April,305.95,306.45,306.95
3/29/2019,US DOLLAR,2019,March,305.95,306.45,306.95
3/28/2019,US DOLLAR,2019,March,305.95,306.45,306.95
3/27/2019,US DOLLAR,2019,March,305.95,306.45,306.95
3/26/2019,US DOLLAR,2019,March,305.95,306.45,306.95
3/25/2019,US DOLLAR,2019,March,305.95,306.45,306.95
3/22/2019,US DOLLAR,2019,March,305.9,306.4,306.9
3/21/2019,US DOLLAR,2019,March,305.9,306.4,306.9
3/20/2019,US DOLLAR,2019,March,305.9,306.4,306.9
3/19/2019,US DOLLAR,2019,March,305.9,306.4,306.9
3/18/2019,US DOLLAR,2019,March,305.95,306.45,306.95
3/15/2019,US DOLLAR,2019,March,305.95,306.45,306.95
3/14/2019,US DOLLAR,2019,March,305.95,306.45,306.95
3/13/2019,US DOLLAR,2019,March,305.95,306.45,306.95
03/12/2019,US DOLLAR,2019,March,305.95,306.45,306.95
03/11/2019,US DOLLAR,2019,March,305.95,306.45,306.95
03/08/2019,US DOLLAR,2019,March,305.9,306.4,306.9
03/07/2019,US DOLLAR,2019,March,305.9,306.4,306.9
03/06/2019,US DOLLAR,2019,March,305.9,306.4,306.9
03/05/2019,US DOLLAR,2019,March,305.9,306.4,306.9
03/04/2019,US DOLLAR,2019,March,305.9,306.4,306.9
03/01/2019,US DOLLAR,2019,March,305.85,306.35,306.85
2/28/2019,US DOLLAR,2019,February,305.85,306.35,306.85
2/27/2019,US DOLLAR,2019,February,305.85,306.35,306.85
2/26/2019,US DOLLAR,2019,February,305.85,306.35,306.85
2/25/2019,US DOLLAR,2019,February,305.85,306.35,306.85
2/22/2019,US DOLLAR,2019,February,305.8,306.3,306.8
2/21/2019,US DOLLAR,2019,February,305.8,306.3,306.8
2/20/2019,US DOLLAR,2019,February,305.8,306.3,306.8
2/19/2019,US DOLLAR,2019,February,305.8,306.3,306.8
2/18/2019,US DOLLAR,2019,February,305.8,306.3,306.8
2/15/2019,US DOLLAR,2019,February,305.75,306.25,306.75
2/14/2019,US DOLLAR,2019,February,305.75,306.25,306.75
2/13/2019,US DOLLAR,2019,February,305.75,306.25,306.75
02/12/2019,US DOLLAR,2019,February,305.75,306.25,306.75
02/11/2019,US DOLLAR,2019,February,305.7,306.2,306.7
02/08/2019,US DOLLAR,2019,February,305.7,306.2,306.7
02/07/2019,US DOLLAR,2019,February,305.7,306.2,306.7
02/06/2019,US DOLLAR,2019,February,305.7,306.2,306.7
02/05/2019,US DOLLAR,2019,February,305.7,306.2,306.7
02/04/2019,US DOLLAR,2019,February,305.75,306.25,306.75
02/01/2019,US DOLLAR,2019,February,305.75,306.25,306.75
1/31/2019,US DOLLAR,2019,January,305.75,306.25,306.75
1/30/2019,US DOLLAR,2019,January,305.75,306.25,306.75
1/29/2019,US DOLLAR,2019,January,305.75,306.25,306.75
1/28/2019,US DOLLAR,2019,January,305.75,306.25,306.75
1/25/2019,US DOLLAR,2019,January,305.8,306.3,306.8
1/24/2019,US DOLLAR,2019,January,305.8,306.3,306.8
1/23/2019,US DOLLAR,2019,January,305.8,306.3,306.8
1/22/2019,US DOLLAR,2019,January,305.8,306.3,306.8
1/21/2019,US DOLLAR,2019,January,305.8,306.3,306.8
1/18/2019,US DOLLAR,2019,January,305.85,306.35,306.85
1/17/2019,US DOLLAR,2019,January,305.85,306.35,306.85
1/16/2019,US DOLLAR,2019,January,305.85,306.35,306.85
1/15/2019,US DOLLAR,2019,January,305.85,306.35,306.85
1/14/2019,US DOLLAR,2019,January,305.85,306.35,306.85
01/11/2019,US DOLLAR,2019,January,305.9,306.4,306.9
01/10/2019,US DOLLAR,2019,January,305.9,306.4,306.9
01/09/2019,US DOLLAR,2019,January,305.9,306.4,306.9
01/08/2019,US DOLLAR,2019,January,305.9,306.4,306.9
01/07/2019,US DOLLAR,2019,January,305.9,306.4,306.9
01/04/2019,US DOLLAR,2019,January,305.95,306.45,306.95
01/03/2019,US DOLLAR,2019,January,305.95,306.45,306.95
01/02/2019,US DOLLAR,2019,January,305.95,306.45,306.95
12/31/2018,US DOLLAR,2018,December,306,306.5,307
12/28/2018,US DOLLAR,2018,December,306,306.5,307
12/27/2018,US DOLLAR,2018,December,306,306.5,307
12/24/2018,US DOLLAR,2018,December,306,306.5,307
12/21/2018,US DOLLAR,2018,December,305.95,306.45,306.95
12/20/2018,US DOLLAR,2018,December,305.95,306.45,306.95
12/19/2018,US DOLLAR,2018,December,305.95,306.45,306.95
12/18/2018,US DOLLAR,2018,December,305.95,306.45,306.95
12/17/2018,US DOLLAR,2018,December,305.95,306.45,306.95
12/14/2018,US DOLLAR,2018,December,305.9,306.4,306.9
12/13/2018,US DOLLAR,2018,December,305.9,306.4,306.9
12/12/2018,US DOLLAR,2018,December,305.9,306.4,306.9
12/11/2018,US DOLLAR,2018,December,305.9,306.4,306.9
12/10/2018,US DOLLAR,2018,December,305.9,306.4,306.9
12/07/2018,US DOLLAR,2018,December,305.85,306.35,306.85
12/06/2018,US DOLLAR,2018,December,305.85,306.35,306.85
12/05/2018,US DOLLAR,2018,December,305.85,306.35,306.85
12/04/2018,US DOLLAR,2018,December,305.85,306.35,306.85
12/03/2018,US DOLLAR,2018,December,305.85,306.35,306.85
11/30/2018,US DOLLAR,2018,November,305.8,306.3,306.8
11/29/2018,US DOLLAR,2018,November,305.8,306.3,306.8
11/28/2018,US DOLLAR,2018,November,305.8,306.3,306.8
11/27/2018,US DOLLAR,2018,November,305.8,306.3,306.8
11/26/2018,US DOLLAR,2018,November,305.8,306.3,306.8
11/23/2018,US DOLLAR,2018,November,305.75,306.25,306.75
11/22/2018,US DOLLAR,2018,November,305.75,306.25,306.75
11/21/2018,US DOLLAR,2018,November,305.75,306.25,306.75
11/19/2018,US DOLLAR,2018,November,305.75,306.25,306.75
11/16/2018,US DOLLAR,2018,November,305.7,306.2,306.7
11/15/2018,US DOLLAR,2018,November,305.7,306.2,306.7
11/14/2018,US DOLLAR,2018,November,305.7,306.2,306.7
11/13/2018,US DOLLAR,2018,November,305.7,306.2,306.7
11/12/2018,US DOLLAR,2018,November,305.7,306.2,306.7
11/09/2018,US DOLLAR,2018,November,305.65,306.15,306.65
11/08/2018,US DOLLAR,2018,November,305.65,306.15,306.65
11/07/2018,US DOLLAR,2018,November,305.65,306.15,306.65
11/06/2018,US DOLLAR,2018,November,305.65,306.15,306.65
11/05/2018,US DOLLAR,2018,November,305.65,306.15,306.65
11/02/2018,US DOLLAR,2018,November,305.6,306.1,306.6
11/01/2018,US DOLLAR,2018,November,305.6,306.1,306.6
10/31/2018,US DOLLAR,2018,October,305.6,306.1,306.6
